901|71
146|251
826|795
497|413
59|501
494|821
306|609
327|633
970|897
482|429
540|823
594|40
701|30
599|294
48|388
310|537
796|354
470|512
242|428
154|590
189|263
566|875
872|244
558|908
300|62
553|42
884|54
164|560
547|712
425|711
393|288
408|908
893|224
687|224
558|888
101|328
892|617
866|496
104|544
255|253
650|564
971|39
526|375
827|50
165|998
876|707
946|454
977|511
19|991
419|701
979|386
28|142
476|990
19|145
132|908
99|122
637|748
986|551
512|690
366|466
953|265
117|234
246|927
818|474
736|146
470|523
357|352
737|419
949|305
675|69
300|700
13|189
510|554
791|581
876|175
281|329
107|449
105|493
647|843
867|252
60|898
258|909
742|705
645|661
2|411
91|268
686|619
423|909
88|710
433|575
539|963
686|825
604|7
61|839
230|560
82|297
978|179
162|196
211|609
602|264
982|695
854|180
375|595
661|663
812|179
804|524
81|461
618|581
948|749
551|744
977|240
798|544
8|275
74|967
1|634
618|246
311|895
367|749
581|962
487|673
961|124
181|163
675|769
80|322
845|7
326|176
679|702
224|783
890|392
492|608
940|661
963|669
46|206
37|398
74|105
675|741
230|166
276|363
523|684
807|715
684|823
839|83
637|856
845|795
997|673
521|433
360|324
217|723
721|913
735|492
175|190
51|489
901|577
221|867
308|368
55|794
869|834
638|733
100|698
262|319
223|84
821|204
352|964
477|25
63|709
268|296
982|553
237|793
226|133
599|833
602|987
293|936
127|102
549|45
698|508
72|835
168|434
91|14
502|470
461|254
204|201
849|826
259|814
547|345
171|55
936|107
535|137
842|488
232|299
401|371
422|227
297|430
434|129
603|299
356|197
947|478
330|73
97|810
924|242
177|226
89|995
238|290
62|759
810|97
265|557
759|371
640|723
141|12
657|138
447|477
123|589
705|951
774|613
580|896
727|571
51|226
3|185
533|346
802|980
197|865
655|203
740|403
478|354
981|532
658|931
747|202
395|680
476|777
280|668
699|841
581|474
238|329
232|571
127|156
356|472
595|799
694|104
277|945
589|563
823|404
697|543
514|172
877|566
785|732
182|494
460|590
461|738
47|127
15|163
486|688
766|841
841|629
908|129
370|737
981|615
630|558
521|576
987|16
124|115
841|104
206|518
298|943
852|131
510|159
30|31
759|155
68|672
373|89
384|166
556|265
385|434
865|444
716|557
731|242
871|801
757|679
516|297
395|346
227|499
664|82
270|710
702|101
206|788
751|167
42|892
375|2
765|914
356|799
587|874
829|398
278|151
624|850
403|961
580|542
453|968
170|544
82|505
530|899
698|386
660|30
398|161
50|514
315|206
230|663
322|573
254|990
809|697
908|161
647|436
174|679
900|294
842|454
344|545
975|540
531|540
276|791
535|365
477|497
415|466
96|353
896|244
499|769
786|331
258|504
728|98
426|56
506|967
453|158
625|663
501|330
978|191
375|116
54|481
620|81
809|537
671|192
291|809
613|674
506|355
511|627
410|10
696|370
583|789
667|471
415|235
458|397
81|664
287|46
152|603
438|137
692|945
439|265
11|186
888|646
76|645
688|657
108|273
350|544
566|88
601|564
209|772
721|848
357|620
138|876
136|761
687|587
748|792
547|631
30|225
659|156
791|437
251|272
482|471
735|690
358|327
425|921
748|501
559|67
553|266
461|508
793|432
804|7
179|339
996|610
115|830
778|12
745|538
253|585
497|258
177|386
989|431
259|141
213|156
587|977
373|671
602|60
102|567
958|33
536|940
64|71
841|377
694|277
220|738
526|624
157|730
828|108
27|320
746|213
124|26
965|755
705|415
163|791
447|330
916|544
141|981
224|79
746|958
920|905
882|463
554|207
765|721
404|796
461|520
880|365
156|127
621|137
21|786
320|435
58|627
220|645
278|504
614|452
503|356
735|13
608|403
166|134
147|626
370|410
688|488
304|257
95|979
72|947
953|307
420|807
637|45
735|688
80|813
127|215
51|575
633|36
734|974
163|702
372|197
296|405
64|833
923|941
50|36
599|913
948|362
16|683
60|215
12|265
1000|856
906|374
492|97
999|103
20|125
832|719
165|319
172|305
771|298
524|766
71|542
377|206
410|476
124|280
9|395
607|524
432|598
417|878
172|537
699|651
354|5
579|850
289|334
448|646
807|834
800|1
422|172
37|384
181|931
897|688
490|180
651|538
586|37
714|197
842|993
426|415
883|921
274|436
680|339
415|295
82|578
112|43
372|726
276|690
941|913
896|382
307|364
935|700
240|822
960|677
47|947
711|130
533|941
594|532
23|914
403|553
721|872
417|461
396|327
865|599
54|348
807|559
310|211
937|847
211|475
724|830
323|867
208|758
66|809
160|932
400|423
675|118
306|215
216|962
500|619
16|453
652|518
223|768
555|344
41|363
290|127
842|956
423|70
43|509
185|999
74|326
181|444
5|21
615|756
614|479
149|220
976|730
269|847
894|614
18|939
39|449
246|604
824|579
686|460
250|324
537|796
535|77
210|122
160|100
286|869
752|423
833|840
761|551
624|353
473|735
476|954
570|603
250|788
650|179
828|337
46|357
235|720
519|141
284|614
631|675
303|419
806|67
148|146
568|761
39|537
3|959
963|225
225|586
766|419
116|420
478|350
133|796
872|66
656|157
960|339
861|305
220|603
755|908
951|861
687|975
899|364
708|727
127|82
502|886
374|958
425|826
138|537
719|290
165|487
782|884
824|594
610|881
744|893
450|686
199|621
237|366
546|504
931|857
455|163
497|547
147|204
877|12
339|125
350|4
683|37
403|47
712|471
347|611
675|590
523|464
547|439
336|322
810|893
899|12
300|742
557|129
798|484
910|732
306|971
966|366
443|755
298|186
792|903
950|562
763|668
941|9
53|194
297|861
79|116
182|767
723|690
14|68
293|932
324|373
245|72
851|15
450|571
850|830
265|815
686|928
756|207
669|517
918|548
232|367
754|513
584|578
389|494
809|613
332|151
869|982
444|954
171|90
508|790
708|853
719|364
701|689
843|885
191|478
211|865
922|482
150|743
225|604
833|939
706|21
976|158
72|229
697|448
370|147
303|695
737|154
863|935
829|94
514|186
779|687
485|56
206|30
463|632
367|840
358|100
173|462
109|796
364|118
94|864
935|907
645|213
226|589
531|483
142|489
269|115
282|685
450|450
683|479
25|558
21|753
961|932
560|729
597|37
821|895
131|294
51|202
557|876
374|885
413|258
887|986
931|467
7|316
769|940
301|682
985|36
447|940
295|389
351|249
517|401
242|223
868|948
239|702
81|237
138|374
885|368
802|571
837|75
465|359
985|445
520|996
553|395
638|988
297|142
184|327
493|479
462|636
541|728
783|935
651|490
488|557
659|807
80|683
766|544
994|734
101|577
756|166
177|227
624|764
657|765
204|888
751|400
703|962
658|873
796|16
933|355
886|741
909|16
614|540
887|971
762|679
963|866
848|86
280|361
344|265
825|784
257|22
81|456
75|205
297|956
301|863
784|347
558|864
727|7
302|13
749|786
265|773
370|476
953|553
705|696
554|935
938|948
624|790
788|513
463|256
239|711
82|830
508|764
667|993
39|946
372|506
184|22
712|768
89|830
510|362
453|626
955|785
995|99
517|137
473|101
582|205
162|703
30|836
692|239
469|896
817|706
519|971
709|894
598|29
184|564
184|554
146|526
933|229
170|701
120|808
617|854
636|723
728|518
853|983
299|127
568|848
405|480
702|811
757|512
295|650
499|13
363|195
95|774
166|762
221|595
783|417
284|854
670|659
831|999
984|759
78|646
835|241
95|397
242|778
156|449
35|91
528|314
618|625
79|498
23|738
775|199
591|224
683|132
698|225
174|904
263|297
191|912
347|501
739|869
648|823
626|769
392|621
704|37
913|396
460|424
569|501
451|415
429|148
537|293
304|602
468|107
330|446
288|379
759|382
255|373
422|461
433|539
19|103
494|92
317|738
772|531
595|903
572|772
487|875
800|423
345|304
131|640
295|601
666|307
847|961
563|582
60|828
336|998
544|186
670|200
400|588
371|672
977|431
26|864
954|866
117|580
888|821
492|792
794|804
994|696
945|650
74|605
442|528
620|709
940|320
58|83
855|100
131|900
155|903
352|23
240|384
339|424
556|830
319|66
54|681
950|379
668|394
107|310
147|97
144|276
439|131
806|716
82|778
963|875
566|868
332|182
472|418
372|313
962|353
555|346
740|867
748|982
75|19
629|757
823|322
206|196
239|338
28|775
185|173
526|450
18|715
910|291
401|101
68|436
31|634
846|184
849|614
563|158
941|100
209|187
238|992
834|560
648|251
927|447
749|930
68|716
391|684
94|34
41|185
273|961
105|867
144|860
562|966
178|337
769|88
756|59
893|734
339|739
155|870
622|944
909|506
462|321
75|686
275|148
264|429
260|232
678|755
91|788
12|561
303|430
626|64
945|465
46|426
518|47
533|227
251|249
685|979
276|639
623|63
862|772
741|471
713|307
774|679
488|661
857|193
478|830
444|496
791|936
694|679
882|913
264|985
934|825
395|3
