835|542
605|509
59|378
762|883
985|390
110|763
161|962
90|691
364|492
797|987
173|268
462|30
313|742
122|753
984|384
983|535
570|360
189|463
821|290
10|41
265|740
785|404
761|948
812|642
882|909
832|76
586|371
318|863
355|759
351|401
431|692
63|401
284|302
441|786
62|10
469|382
410|482
162|755
282|947
600|115
141|343
7|172
642|19
191|759
562|670
206|567
595|794
445|492
952|966
744|647
744|646
703|960
603|979
398|233
714|324
529|979
572|679
862|711
101|821
359|141
533|223
473|551
394|310
343|175
928|801
270|878
695|928
996|406
309|446
464|578
1000|588
560|20
485|891
748|644
371|859
185|811
210|372
119|227
246|64
894|268
497|930
219|805
627|74
560|376
550|259
985|141
1|551
51|794
34|1
546|280
338|316
585|210
550|958
960|114
339|38
804|555
979|1
589|249
592|759
953|372
717|690
257|144
641|292
981|289
580|798
850|225
489|148
503|22
188|123
269|985
159|989
894|638
545|718
980|260
319|93
288|855
589|283
274|945
222|918
566|275
243|113
413|713
918|680
816|103
58|969
861|145
472|61
909|863
959|581
175|139
206|988
448|402
301|885
934|225
952|800
598|895
199|736
621|863
905|11
925|13
313|775
561|351
86|228
946|11
722|822
483|761
189|487
92|894
452|174
501|929
209|591
172|998
228|107
422|95
347|493
99|472
205|582
656|756
842|795
3|159
687|283
883|142
331|778
851|956
544|286
496|734
455|76
519|461
205|405
418|871
216|181
373|642
78|377
314|286
302|272
956|410
748|783
349|770
397|305
53|866
36|781
517|846
75|333
280|91
618|361
491|765
958|26
77|263
688|629
636|399
878|917
166|917
844|744
696|926
299|392
795|231
120|790
653|273
636|267
535|988
966|700
885|318
10|979
575|664
296|249
6|450
560|223
498|19
277|376
652|868
152|819
219|910
182|683
829|716
546|538
101|352
619|660
657|521
631|368
565|571
711|557
372|927
107|54
428|77
729|48
792|755
992|89
832|440
907|641
555|114
741|401
410|515
961|251
918|174
77|814
428|501
118|451
800|812
42|261
196|496
952|117
735|625
154|616
739|447
591|866
568|31
894|958
883|321
812|517
507|446
434|790
704|185
289|696
217|423
55|117
830|835
485|221
576|925
630|891
5|304
727|500
690|253
426|541
602|355
41|436
439|243
657|642
323|361
844|239
652|902
106|563
517|983
755|487
572|133
544|21
5|66
811|845
126|2
943|341
984|47
652|506
375|271
670|46
892|691
162|70
181|598
127|247
218|132
714|359
504|93
497|406
633|26
811|374
624|998
643|714
307|367
777|681
489|411
599|296
630|977
185|640
658|589
111|28
73|100
998|8
