11|28|7
6|28|27
26|27|16
25|4|1
14|26|14
3|16|26
10|22|28
10|17|1
4|22|19
17|6|9
28|16|21
8|9|15
19|10|2
7|19|15
9|17|13
6|4|10
20|13|12
24|16|14
7|13|20
15|11|28
24|9|19
6|21|6
19|11|3
6|16|23
26|28|3
11|21|7
7|18|4
26|15|6
24|7|5
16|10|12
22|29|2
15|23|11
29|2|11
12|4|17
11|12|26
17|8|23
17|23|8
4|19|18
17|6|25
23|6|16
20|29|26
1|3|16
21|19|29
14|25|4
16|13|20
5|11|9
15|27|9
8|12|18
23|14|24
17|13|21
26|29|3
20|28|9
30|10|3
26|25|7
26|8|29
26|12|30
27|22|10
18|22|18
4|8|16
23|22|30
29|30|2
8|4|25
20|29|8
26|17|16
4|3|17
1|14|11
16|9|25
23|19|8
8|26|23
12|10|17
15|14|21
8|15|26
28|27|19
29|20|3
10|24|24
29|16|5
5|30|21
28|6|25
20|7|20
16|14|7
21|8|20
24|19|29
24|16|22
26|11|1
20|15|25
7|26|18
30|26|29
9|10|16
10|1|16
28|12|26
29|24|22
22|6|3
17|17|5
16|1|14
2|2|3
27|9|18
14|25|5
8|15|15
30|3|27
2|7|21
1|15|16
21|26|20
10|19|5
5|18|22
27|29|2
12|6|19
29|10|9
1|3|30
24|27|9
27|16|17
15|30|28
11|27|2
23|9|21
26|21|19
28|27|20
4|2|29
24|20|19
30|24|12
21|10|30
12|2|3
3|21|10
19|16|7
29|13|29
2|17|22
28|26|21
30|7|14
7|10|9
14|16|6
15|29|5
29|19|21
21|11|28
17|30|23
8|4|23
17|2|9
21|15|5
12|27|15
29|29|29
20|22|28
2|5|23
25|29|15
23|8|11
30|30|15
12|22|11
6|6|29
15|5|21
8|4|19
13|25|22
1|14|26
15|25|2
29|5|23
19|16|10
19|10|24
18|27|11
18|20|22
5|12|14
20|1|22
25|20|7
20|27|16
26|24|11
10|17|30
23|15|27
18|5|12
19|18|2
10|25|22
5|27|18
18|18|12
25|14|11
5|8|15
20|2|22
1|5|28
29|17|9
6|25|21
24|7|11
13|1|17
11|1|30
18|30|5
25|24|4
1|29|15
9|28|6
16|25|28
2|7|23
26|17|20
2|3|24
21|26|2
12|29|9
2|22|13
22|10|30
22|24|9
