545|206
248|777
143|729
256|297
428|940
942|138
463|804
936|776
610|892
765|88
938|967
918|229
16|460
40|509
765|280
167|930
495|202
132|178
703|280
458|275
944|51
190|724
397|580
243|582
799|713
794|327
371|802
454|358
241|382
610|404
35|743
937|263
995|644
54|792
924|767
992|548
146|614
170|213
542|695
991|653
869|138
189|127
178|901
844|840
110|202
414|136
476|620
38|368
31|674
321|579
907|818
709|536
478|915
221|728
896|718
3|32
830|785
308|26
735|718
895|290
723|752
807|352
832|265
283|606
245|719
274|444
231|810
883|516
962|118
38|393
894|873
720|471
47|722
351|150
894|735
216|503
638|701
548|869
885|353
8|548
441|155
882|650
73|608
282|495
186|854
734|683
987|983
857|293
259|856
31|500
835|44
98|863
272|249
470|237
80|19
715|705
735|508
622|624
535|383
146|943
177|61
517|449
241|730
437|164
63|374
337|265
779|686
253|540
698|364
87|217
655|607
582|430
527|311
342|520
35|924
871|72
744|825
401|776
741|697
330|808
412|180
172|201
628|750
216|546
926|697
852|823
452|978
590|419
418|580
311|885
343|136
627|184
464|12
408|527
957|571
602|246
942|52
414|575
976|91
300|943
736|464
480|151
302|655
725|775
775|439
796|640
810|150
359|682
276|867
997|365
960|951
744|506
113|764
660|253
547|536
347|239
147|870
487|160
792|415
601|996
682|354
613|92
572|985
890|205
425|280
214|238
151|979
227|265
770|181
682|695
369|2
494|618
115|784
100|347
260|662
956|624
546|474
160|19
857|442
427|248
680|454
899|130
413|460
703|150
619|860
56|944
783|714
270|335
127|2
943|762
685|970
928|786
490|520
638|666
86|486
973|816
152|129
430|78
139|961
672|307
241|488
774|978
225|503
968|9
545|3
369|480
877|726
870|296
179|62
501|322
964|841
509|611
349|527
380|707
319|397
924|382
624|288
47|847
618|311
469|473
498|746
382|762
751|125
341|562
592|51
614|258
111|612
853|58
651|769
462|255
319|996
686|10
917|781
865|579
970|597
906|746
510|684
975|480
628|62
750|139
156|743
269|701
427|952
646|731
390|398
430|177
637|461
479|648
720|630
794|420
467|343
374|613
807|318
973|600
381|430
712|336
86|602
184|258
296|710
504|312
612|586
745|650
