12|13|25
22|1|18
1|13|13
19|26|27
7|7|28
2|24|24
29|7|26
3|24|7
26|7|18
2|30|21
24|22|23
28|14|8
10|8|27
28|3|12
3|29|3
6|18|16
27|5|7
22|8|7
18|25|5
4|26|9
3|30|5
5|6|11
26|30|26
18|27|18
8|26|1
7|11|25
2|20|8
26|3|16
19|17|27
24|16|6
25|26|12
25|24|22
25|9|29
25|1|25
10|9|9
6|27|29
30|21|21
8|20|22
4|4|26
22|27|10
5|11|30
16|12|19
19|6|21
30|18|24
29|14|11
2|9|15
17|3|23
3|8|17
4|12|3
15|20|11
6|24|25
23|8|20
22|29|2
4|22|4
28|19|22
30|12|1
15|20|13
18|21|28
24|10|4
15|3|6
20|28|20
8|23|6
28|29|16
24|8|15
11|7|18
4|4|14
9|14|29
27|1|9
9|27|19
1|2|2
29|21|13
10|28|18
21|9|23
2|26|18
19|11|11
24|11|9
2|15|28
13|20|2
9|11|25
4|16|13
26|1|4
11|5|30
28|9|17
1|22|18
1|26|2
30|30|25
13|7|29
6|9|16
13|15|15
18|21|8
18|7|11
29|4|19
9|12|22
23|20|3
17|18|4
3|30|27
6|25|2
14|16|19
5|28|21
30|5|15
8|17|26
15|3|13
26|11|27
1|17|10
12|10|27
26|17|24
15|2|16
29|25|5
30|21|30
11|1|23
16|30|13
29|5|9
28|26|18
18|20|22
22|4|14
4|1|7
23|15|7
26|14|17
28|30|24
13|30|5
29|6|15
25|14|2
4|30|24
27|22|18
3|22|19
25|7|13
21|20|3
14|3|11
20|20|9
10|3|23
16|20|25
24|2|16
8|14|27
27|28|11
16|29|16
13|21|1
8|14|14
30|12|11
29|26|3
19|26|28
23|9|14
7|24|22
24|20|23
11|1|24
6|14|10
17|30|13
26|16|4
7|16|4
5|4|28
17|11|24
9|15|18
29|7|28
14|17|17
14|3|20
19|11|16
10|4|30
15|11|15
6|7|13
23|11|19
2|2|6
16|24|30
16|3|3
24|26|10
11|11|9
2|17|20
6|23|28
9|14|20
1|18|18
21|8|30
25|17|8
29|21|14
29|27|19
18|19|1
4|7|19
15|7|23
9|1|4
17|1|9
7|13|10
2|19|1
28|11|12
29|14|12
26|22|15
22|15|2
3|18|24
16|18|12
18|22|9
24|18|18
7|15|29
2|9|18
26|20|25
4|26|10
2|12|28
7|9|19
21|13|18
28|7|14
6|5|26
3|27|15
2|8|29
9|1|12
22|11|30
11|29|5
1|19|8
2|28|21
24|15|18
2|5|27
24|20|15
16|22|17
8|29|18
29|29|30
25|2|30
6|27|27
2|19|20
15|2|1
3|8|25
29|28|22
11|29|16
22|5|20
25|4|19
22|6|10
12|12|12
21|6|14
23|4|27
25|20|17
4|23|20
29|9|6
19|4|8
10|6|2
23|5|29
7|11|8
30|17|11
3|12|30
15|3|2
28|1|1
13|4|15
15|23|11
24|11|21
5|21|12
16|12|9
17|14|7
17|25|19
17|13|26
23|10|18
20|25|23
30|5|11
21|3|21
30|2|26
20|20|25
16|6|22
10|3|5
5|25|2
17|1|17
10|15|25
12|17|6
30|8|30
4|25|11
27|6|4
3|21|6
29|7|13
23|19|1
30|8|26
27|13|28
16|24|6
11|8|9
25|24|14
10|29|14
2|18|10
25|22|15
20|14|2
5|16|13
22|30|23
27|29|8
22|15|28
17|1|11
18|6|1
16|10|9
29|3|22
29|19|16
2|30|13
7|20|28
9|15|29
11|13|23
28|14|29
26|4|11
30|13|8
7|13|30
26|30|24
24|19|24
5|4|24
2|5|30
17|10|19
18|6|4
25|10|8
13|15|25
11|12|27
18|6|5
9|26|13
5|1|5
2|3|7
30|14|21
6|14|22
6|8|14
20|12|16
13|20|17
23|18|29
4|5|29
26|10|24
22|25|13
4|27|25
14|15|26
7|8|10
24|24|20
11|24|27
28|29|3
19|11|20
14|24|6
20|17|7
11|5|2
19|7|17
25|27|19
18|14|18
10|5|6
29|24|16
2|22|20
5|5|13
5|9|2
27|27|15
17|30|14
28|7|30
11|21|2
30|6|22
7|7|22
13|25|1
12|21|21
19|29|4
16|13|28
4|20|17
25|25|3
22|6|11
1|17|29
29|30|26
25|22|14
21|28|11
29|27|25
22|16|4
8|8|29
12|11|16
2|7|12
13|10|21
11|6|8
26|20|20
3|6|23
9|9|18
17|16|14
1|5|4
2|12|30
16|10|15
8|11|16
11|18|15
20|21|24
12|16|21
13|18|30
21|11|20
11|18|23
7|21|29
5|8|18
20|30|25
13|14|25
9|3|13
7|6|13
6|15|30
14|17|3
24|26|18
13|3|21
14|16|14
29|11|29
25|28|4
25|11|16
26|14|21
24|16|27
9|3|29
9|29|1
19|14|6
7|7|21
15|16|4
13|24|20
28|16|11
13|5|4
20|15|5
1|24|1
28|8|11
6|21|4
13|28|2
19|29|21
8|17|7
12|17|20
20|6|12
23|21|12
10|7|16
18|4|29
23|28|14
14|1|12
7|12|24
20|1|4
14|9|13
15|12|26
6|19|21
2|10|11
25|25|19
7|13|19
3|6|24
9|28|27
22|12|4
24|12|5
30|24|10
6|24|14
14|8|21
1|17|18
12|4|12
18|19|21
2|22|8
8|9|10
5|19|10
11|25|2
13|7|16
24|3|20
5|24|28
11|20|9
20|29|18
4|28|5
5|27|26
18|4|30
3|28|4
8|28|17
3|8|26
29|13|13
28|19|7
14|30|3
7|1|1
8|3|24
12|12|6
7|10|19
15|14|3
23|30|21
30|1|11
16|18|10
7|16|15
15|7|24
13|26|5
21|16|17
24|2|21
16|19|29
30|26|26
25|13|14
14|7|14
25|24|4
8|25|3
24|24|15
15|5|30
23|27|13
25|15|19
10|23|1
24|16|26
25|12|18
16|27|13
6|10|28
27|27|19
26|7|2
9|1|22
20|23|17
18|11|19
18|17|9
28|1|30
2|16|14
1|27|10
7|19|28
28|30|11
28|17|25
19|27|8
11|26|13
27|7|21
11|7|13
5|27|24
7|27|5
6|11|9
21|17|17
3|29|8
22|15|4
8|29|9
17|15|29
1|6|7
16|23|16
17|23|8
14|23|16
28|4|7
19|3|22
29|5|18
18|6|24
25|21|9
30|2|6
15|26|2
14|3|15
30|25|5
5|10|26
1|18|13
11|12|28
1|26|18
29|15|23
26|7|22
30|13|30
29|14|16
19|22|18
1|25|18
7|3|6
6|27|3
27|13|23
13|24|3
17|18|16
22|16|11
5|17|5
1|17|26
18|25|21
21|17|26
3|13|12
12|15|17
9|7|9
8|9|24
12|29|24
21|15|30
29|10|17
12|3|29
11|20|27
22|10|4
3|18|10
12|1|12
2|11|3
29|26|21
27|15|14
16|30|6
19|30|4
13|15|29
3|22|11
18|23|16
25|18|8
23|25|21
27|20|28
6|26|25
20|28|14
12|7|19
24|10|7
28|1|14
8|28|19
8|14|16
14|27|13
15|19|10
12|24|12
15|2|19
3|22|9
28|6|14
12|28|18
19|13|28
29|26|12
14|5|8
29|29|4
19|26|11
11|12|23
9|4|4
10|21|14
12|18|8
21|20|21
6|2|20
13|26|3
26|24|20
30|13|25
21|12|27
28|15|12
22|20|10
20|7|8
14|18|8
17|23|19
2|30|3
6|13|14
27|26|23
22|2|1
29|9|14
12|3|3
4|27|12
26|12|3
19|25|8
11|14|4
16|18|1
17|30|30
3|3|30
23|11|12
22|9|13
12|20|19
18|11|29
27|1|5
15|27|4
5|15|12
30|8|1
14|15|29
30|9|5
15|27|29
23|16|15
26|21|11
20|20|29
16|21|19
3|24|1
15|17|1
2|17|15
27|13|16
8|6|5
15|9|3
22|17|28
10|5|8
26|18|11
11|27|1
8|7|20
2|13|14
23|15|27
13|26|8
13|3|19
28|19|13
24|19|10
23|30|6
28|8|27
14|29|23
13|30|21
26|21|23
28|7|20
11|23|21
19|10|27
8|27|11
3|5|16
29|19|1
10|22|17
10|9|5
19|15|25
18|11|15
4|6|25
14|12|28
2|8|17
28|21|6
7|28|17
6|27|7
4|30|15
19|19|30
4|3|15
21|17|12
6|12|25
19|24|14
24|2|27
17|6|28
1|11|17
13|18|19
30|19|19
6|21|13
13|30|29
20|18|24
26|2|28
2|28|19
23|27|8
8|22|23
10|2|26
12|12|27
7|27|18
15|11|1
14|2|18
19|12|27
14|22|13
4|29|30
25|7|12
14|24|16
4|23|23
20|16|24
14|6|5
10|18|21
22|13|30
22|1|1
29|25|8
11|8|6
4|30|23
11|21|26
20|20|16
7|17|15
19|28|15
8|8|1
6|22|4
21|2|6
7|28|3
19|21|21
19|30|13
21|30|17
2|10|23
9|28|8
10|29|9
11|18|12
23|26|11
18|17|6
19|28|11
13|28|17
16|1|25
8|5|11
12|20|22
9|25|24
10|9|18
28|27|19
17|6|11
3|18|14
8|19|21
2|22|5
5|28|29
4|25|20
17|27|24
4|10|16
24|25|3
28|22|20
22|9|10
5|11|23
23|30|9
4|22|12
28|9|22
15|13|12
5|25|10
20|8|26
28|9|9
